solution_id,shower_code,vel_init_norot,vel_avg_norot,duration,mass,peak_mag_height,begin_height,end_height,peak_abs_mag,beg_abs_mag,end_abs_mag,F,trail_len,acceleration,zenith_angle,kurtosis,skew,kc,rho,sigma,erosion_height_start,erosion_coeff,erosion_mass_index,erosion_mass_min,erosion_mass_max,erosion_range,erosion_energy_per_unit_cross_section,erosion_energy_per_unit_mass
erosion_sim_v59.74_m2.20e-03g_rho0943_z49.7_abl0.020_eh113.3_er0.193_s1.91.json,sim_PER,59.736693814577414,59.035539083068855,0.5000000000000002,2.200409294938218e-06,102.38053669155357,111.87776675100466,93.10233668656453,2.262632406680257,5.515369201288819,8.0,0.5058328904773498,29.51776954153444,5.42666306594587,49.66223059559168,-1.0252272917829544,-0.0584419782159139,24.951411576271397,943.5150983864107,2.0165195413054242e-08,113.28049063469487,1.9302951669911439e-07,1.9138641295883185,4.930444368943757e-12,4.619545178543051e-08,3.971713155863604,1129893.6058941227,1092670.4414148177
erosion_sim_v59.81_m1.67e-04g_rho0926_z53.5_abl0.006_eh117.5_er0.710_s2.75.json,sim_PER,59.8102597588636,58.96761765752351,0.2812500000000002,1.6659806860848865e-07,112.95076647219784,116.21792620818283,106.53996795821814,4.500642576139877,5.899872777622452,8.0,0.3375877072002155,16.5846424661785,5.152704325181976,53.5083636899187,-1.0443778700983,0.06945855577429445,29.251350583526786,926.3919867869266,5.858678417220772e-09,117.48252087369066,7.095260865843445e-07,2.746481552409178,2.188621719996821e-14,6.401753794367868e-11,3.4661282626895655,779313.4706588398,1803340.375099728
erosion_sim_v59.81_m2.64e-04g_rho0458_z42.8_abl0.029_eh113.5_er0.041_s2.18.json,sim_PER,59.81327964971389,59.33062095813897,0.1875,2.635166213146486e-07,103.00568623256505,108.40355820960627,100.33470331872729,4.49130893021424,5.179562701951,5.605940879469073,0.6689762116236548,11.124491429651057,4.97023274389793,42.80135227583709,-0.9927146023189719,-0.256235858400342,21.435332587901428,458.75570573765947,2.9372570108204028e-08,113.47125890227451,4.0864544917630803e-08,2.1807550452889792,1.0192141896786138e-11,6.944969494791143e-10,1.8334048811176622,977233.2373216801,3100701.38250704
erosion_sim_v59.82_m1.09e-04g_rho0383_z47.0_abl0.026_eh105.3_er0.319_s2.28.json,sim_PER,59.81881880308079,59.403906445148586,0.3125,1.092008999670068e-07,104.64958379057275,115.92256618972408,103.41378742948592,3.8589256247046206,7.666900323247014,6.0432511055155045,0.9012056744488062,18.563720764108933,2.3426494479221223,46.987859048017036,0.21015667339008282,-0.9741764113245914,28.951314321947237,383.64832513175554,2.634310740829996e-08,105.29054611670453,3.1859385026238194e-07,2.2823328569744223,1.536991508774049e-13,1.499737813873569e-12,0.9893438735484121,3157433.280626803,15138700.916272253
erosion_sim_v59.84_m2.43e-04g_rho0788_z56.4_abl0.012_eh107.8_er0.629_s2.39.json,sim_PER,59.8410277404081,58.08770223709031,0.3125,2.426172243004396e-07,104.32625896018303,107.32625990927077,97.55914144803818,4.410990885134858,6.205530655860249,8.0,0.3071531241271699,18.15240694909072,14.514599189082823,56.41208687226375,-1.096343685000196,0.08893127978527322,20.342877284270045,788.0599113709696,1.2416869453624196e-08,107.78789195424868,6.293344604899347e-07,2.3853304362344083,8.210531426259992e-11,2.7498061833923804e-10,0.5249308164931712,2702870.4216642324,6146066.133246892
erosion_sim_v59.84_m3.72e-04g_rho0442_z29.2_abl0.010_eh113.6_er0.591_s3.00.json,sim_PER,59.843538518117846,58.76526388830026,0.3125,3.7236647953719886e-07,98.62743974539843,109.861271301003,93.88135245240969,3.8295809168479593,5.027972077284811,5.811068624167714,0.7029967837786274,18.364144965093832,9.026762236643817,29.17324376740621,-0.9470145733434849,-0.2445561294800352,22.876517545843754,442.14785948548587,9.850193758123724e-09,113.59595890726492,5.912034878670688e-07,2.995906660764361,9.733586579341347e-11,9.813896686714506e-09,2.0035685855045884,810128.5452805827,2347672.0407248866
erosion_sim_v59.85_m5.37e-04g_rho0284_z43.5_abl0.048_eh119.0_er0.411_s2.62.json,sim_PER,59.85357791380673,59.64282245732462,0.21875,5.374909062110012e-07,112.41189423829782,117.77858827835924,108.4067743800092,3.3617294778600595,5.393296822695403,4.535655131900886,0.57264197713169,13.046867412539761,1.419527509265367,43.51039961076599,-1.0139764332742502,-0.018188014672342063,30.78835260622516,284.95219637901664,4.778814809229564e-08,119.00613975988078,4.1066242664714155e-07,2.621494173584674,5.7115311212971775e-12,6.922822141376439e-10,2.0835306264750866,551208.6281540322,1894362.1067331291
erosion_sim_v59.87_m1.16e-04g_rho0925_z44.9_abl0.027_eh117.0_er0.070_s1.76.json,sim_PER,59.8666418421041,59.282637899522086,0.25,1.1631525654613341e-07,105.65672014040553,110.87836451872906,100.48217214113593,5.30558214701003,6.242572214308489,8.0,0.5022650782778629,14.820659474880522,3.703608950642016,44.92568925381464,-1.1310255207625781,-0.11691251517145777,23.8809967888036,925.2226918066965,2.6828825710883084e-08,117.01943017564254,6.976626096788308e-08,1.7584442473880608,1.0264604983963081e-13,9.180586889975418e-10,3.951528204418489,687446.7754879786,1794656.6455994798
erosion_sim_v59.88_m1.27e-04g_rho0517_z35.6_abl0.017_eh104.5_er0.962_s2.13.json,sim_PER,59.87812651186659,59.18855362691461,0.34375,1.2697302951843494e-07,103.24105781442519,112.27774993551056,95.81220366433115,4.444153667867248,7.7278813138700695,6.973795024075051,0.5488243130386028,20.346065309251898,4.357907418015287,35.58793433386184,-0.17127286817060838,-0.44756499968002406,25.274113605935725,517.7038071537709,1.7115248794430902e-08,104.53788396304513,9.615577138860857e-07,2.1324468317163947,7.97842109528781e-12,6.4516724805870854e-09,2.907755357972677,2977496.669404394,11117622.452214409
erosion_sim_v59.89_m5.37e-04g_rho0819_z58.4_abl0.014_eh106.9_er0.134_s2.93.json,sim_PER,59.89432347615281,59.60199917418808,0.34375,5.373388993219838e-07,103.06542422432072,110.653389554986,100.25539532677384,2.9816519475815824,7.417971007672208,5.327393754958179,0.7297527930990165,20.48818721612715,2.435375168655228,58.36323295932615,-0.0581764678027854,-0.44412063557235204,23.640914589119546,819.5800996659466,1.3775055208523731e-08,106.89209268610408,1.3434307427703018e-07,2.9333194250402013,5.174254025811795e-12,7.955160034278602e-12,0.18680117455041234,3246513.1114930334,5517286.052472723
erosion_sim_v59.90_m1.49e-04g_rho0790_z65.7_abl0.047_eh118.1_er0.810_s2.90.json,sim_PER,59.90127634243017,59.516742074836074,0.3125,1.4867128884784883e-07,114.55429718505486,117.46968976847761,110.22339368184016,5.257975661789075,6.5769958474032455,6.907260650542446,0.40232865847130966,18.598981898386274,2.3220466453007984,65.74068375352714,-0.9718289996141225,0.060620369518740454,30.4534213769294,790.8010274071726,4.680836420794675e-08,118.12971364532147,8.09942477053865e-07,2.9029658148373407,2.8635203448790862e-11,7.928927335125481e-11,0.4423141647088453,1060810.462528275,2833365.790603199
erosion_sim_v59.92_m1.12e-03g_rho0368_z33.2_abl0.042_eh102.4_er0.018_s2.82.json,sim_PER,59.916157041186196,59.571521781625144,0.3125,1.1219927526960502e-06,99.77437360818875,112.20281008706702,96.70787105197002,3.3307938227284044,5.586728641996062,4.423256489905962,0.8020965071709597,18.616100556757857,3.2008981680169155,33.161668207945205,-0.45509031650703236,-0.5978469732745295,25.17842439015287,368.35565379252205,4.180827390123956e-08,102.35568706603664,1.7777587896197654e-08,2.8227262312251433,1.4804132137124699e-12,1.8724074845694112e-10,2.102017415643857,4091839.135709318,9272475.150142755
erosion_sim_v59.94_m1.40e-04g_rho0221_z64.4_abl0.019_eh109.0_er0.898_s1.91.json,sim_PER,59.944814586855,58.760424212215526,0.25,1.3950888776874936e-07,107.95850801566094,109.47945804321775,103.44772387647802,5.185930190513566,6.643670854264741,7.230615853503997,0.2521580005869045,14.690106053053881,4.517339110946418,64.35541974990488,-0.6374547007981639,0.21782560995502617,22.439445556274904,221.14397201356422,1.8987124701248545e-08,108.99160170132971,8.983859866854156e-07,1.911572267653756,3.260095552884554e-13,4.728081994432824e-10,3.161454670119616,2933684.7721467144,18716075.462621845
erosion_sim_v59.95_m1.66e-04g_rho0753_z58.0_abl0.032_eh118.4_er0.859_s2.66.json,sim_PER,59.95250807510391,59.60311077761115,0.250000000000002,1.6637214149930672e-07,114.17945191902484,118.04232560138426,110.35511955958476,4.482267705766209,7.187064709874327,7.065171923292778,0.5025068485682427,14.900777694402906,3.2440459151710583,57.99696281332362,-1.0199984837619207,0.11183743374626506,30.998119172835942,753.4454113887285,3.168098410555993e-08,118.44545161659833,8.592939104095956e-07,2.663755306609544,1.1285336493732e-12,6.5525570077214366e-12,0.7638962951072852,798770.9576205377,2122329.9651332786
erosion_sim_v59.96_m7.01e-03g_rho0878_z56.2_abl0.044_eh103.7_er0.813_s2.24.json,sim_PER,59.96160352329771,59.661582737512035,0.5937500000000002,7.014681824553957e-06,102.27034281451013,116.48980928239436,97.2508282578913,-0.19071999333181738,5.912668114391665,4.797006203445996,0.7390966522485832,35.42406475039778,1.1273967951489863,56.19244260090141,0.26874083100585056,-0.9034169621133106,29.440645357756765,878.8549677899349,4.428043216489317e-08,103.71074786435489,8.126272404190725e-07,2.2382223378551416,6.214848265412696e-12,3.644055561630184e-08,3.768154460252097,4964645.90525082,3420263.103107691
erosion_sim_v60.02_m3.43e-04g_rho0776_z67.4_abl0.005_eh109.8_er0.047_s1.65.json,sim_PER,60.0198122604719,59.49358639635731,0.375,3.4301434909217423e-07,105.27526846433523,108.6129201883459,100.6552594353145,4.491039051752076,5.416089376847936,5.154243752572555,0.4194262393931815,22.31009489863399,2.4555212518052985,67.41996061833508,-1.008593998390731,0.10600982962729932,21.532047245279074,776.3819297528032,5.382961121514815e-09,109.82129244386395,4.7443809204094964e-08,1.647485653209692,2.536515158437001e-14,2.7747446213218274e-13,1.0389855561707648,2965071.813577156,6067356.938245529
erosion_sim_v60.06_m5.16e-04g_rho0649_z37.8_abl0.011_eh114.7_er0.532_s2.53.json,sim_PER,60.05588048548996,58.82222827112669,0.3125,5.155902231574855e-07,108.64700812145816,113.06077099679155,98.60981938048428,3.121668527461225,5.062147955903956,8.0,0.30543060363946223,18.38194633472709,11.525975828032857,37.784621287601645,-1.094671916393646,-0.009945762392257454,25.960265434124807,649.9453967511247,1.0522630303423944e-08,114.73477629607662,5.323140257563413e-07,2.534379418524299,1.5228552368194078e-12,6.581838846377313e-11,1.635688623461892,791578.1770638366,1591938.8336988385
erosion_sim_v60.08_m1.12e-03g_rho0517_z72.7_abl0.023_eh107.9_er0.802_s2.70.json,sim_PER,60.07806128367393,59.45219930353707,0.125,1.1206021581690262e-06,107.25443961155172,107.73880056179304,105.81606412565758,1.8437223437299521,3.3090143825215397,4.768879761161207,0.2519122960060236,7.431524912942134,6.681604067741021,72.74617885859632,-0.9660114059216349,0.14576256788625103,20.626227423829732,517.1496366441593,2.3048880109915553e-08,107.93398034981784,8.019899437340632e-07,2.7028239993390164,1.693500521958509e-12,5.576034669153625e-11,1.5175401305008194,4977708.933071531,9000229.164051149
erosion_sim_v60.08_m6.71e-03g_rho0265_z23.8_abl0.047_eh110.5_er0.277_s2.69.json,sim_PER,60.079482963016446,59.91432676538196,0.46874999999999833,6.706232738154018e-06,108.50212413642735,125.63455065419835,99.99683006147049,0.18576035318313922,6.174392964782004,5.963449311896683,0.668250769634747,28.084840671272694,1.4131141769946962,23.818055327167116,0.6183136979749753,-1.0424709210349807,38.521204196348606,265.7366859193174,4.6844248618750393e-08,110.49965482189862,2.7694128639634874e-07,2.6903906612348996,5.6792190795056367e-14,2.1887552546397304e-13,0.5859085795285637,1140801.2937976604,1770930.39485282
erosion_sim_v60.09_m2.84e-04g_rho0545_z50.9_abl0.006_eh114.2_er0.113_s2.30.json,sim_PER,60.08710893383636,57.73918293126799,0.4687500000000002,2.841021515931537e-07,104.09002600029946,109.8828720634982,93.1136084068868,4.3454647370524,6.049422384618487,7.197083249862969,0.3454442712465116,27.065241999031883,15.681671761963603,50.86464303413102,-0.9338093532977969,0.05070508443572711,22.76537778504246,545.579641537265,5.58403924728058e-09,114.21988982084328,1.1290693885690117e-07,2.3021605955757654,3.9624486739884825e-12,1.1067647289603653e-09,2.4460916605329626,1051554.1024673213,2898811.9792421083
erosion_sim_v60.11_m1.74e-03g_rho0269_z38.7_abl0.027_eh101.2_er0.127_s2.48.json,sim_PER,60.10654612654066,59.49521392570943,0.59375,1.738759020222107e-06,100.13423017314277,123.37984198001128,95.97531594082999,1.6163117567184666,7.255449232686342,5.658145014896722,0.8482398773703794,35.325283268389974,1.7439887836754329,38.667152253744966,-0.4125800332646712,-0.6846989542099173,36.25177805241431,269.72290836853085,2.6940556320448618e-08,101.232657082055,1.2671262875103196e-07,2.4785541644526754,4.97350877492221e-12,4.5637342580062856e-08,3.962657459401167,5308678.638321032,12796173.454842435
