# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.85500e+00,1.03233e+02,1.12134e+02,5.99508e+01,1.03233e+02,1.12134e+02,5.99508e+01,9.00562e-04,1.03233e+02,1.12134e+02,5.99508e+01,9.00562e-04,7.97418e-03,2.94993e-03,0.00000e+00,1.69570e+00,5.14363e+00,inf,2.29253e+00,9.13358e-01,-inf,1.55438e+01,5.48402e-07,4.56031e-07
1.86000e+00,1.03029e+02,1.12433e+02,5.99249e+01,1.03029e+02,1.12433e+02,5.99249e+01,9.30607e-04,1.03029e+02,1.12433e+02,5.99249e+01,9.30607e-04,8.01004e-03,3.03832e-03,0.00000e+00,1.67077e+00,5.15890e+00,inf,2.30250e+00,9.07250e-01,-inf,1.55505e+01,4.96750e-07,4.04430e-07
1.86500e+00,1.02825e+02,1.12733e+02,5.98970e+01,1.02825e+02,1.12733e+02,5.98970e+01,9.61657e-04,1.02825e+02,1.12733e+02,5.98970e+01,9.61657e-04,8.04714e-03,3.13569e-03,0.00000e+00,1.64851e+00,5.17818e+00,inf,2.31141e+00,8.99538e-01,-inf,1.55562e+01,4.47513e-07,3.55339e-07
1.87000e+00,1.02622e+02,1.13032e+02,5.98669e+01,1.02622e+02,1.13032e+02,5.98669e+01,9.93736e-04,1.02622e+02,1.13032e+02,5.98669e+01,9.93736e-04,8.08562e-03,3.24332e-03,0.00000e+00,1.62902e+00,5.20204e+00,inf,2.31920e+00,8.89997e-01,-inf,1.55607e+01,4.00872e-07,3.08939e-07
1.87500e+00,1.02418e+02,1.13331e+02,5.98344e+01,1.02418e+02,1.13331e+02,5.98344e+01,1.02687e-03,1.02418e+02,1.13331e+02,5.98344e+01,1.02687e-03,8.12562e-03,3.36274e-03,0.00000e+00,1.61251e+00,5.23115e+00,inf,2.32581e+00,8.78351e-01,-inf,1.55640e+01,3.57002e-07,2.65407e-07
1.88000e+00,1.02215e+02,1.13630e+02,5.97989e+01,1.02215e+02,1.13630e+02,5.97989e+01,1.06108e-03,1.02215e+02,1.13630e+02,5.97989e+01,1.06108e-03,8.16730e-03,3.49576e-03,0.00000e+00,1.59909e+00,5.26637e+00,inf,2.33117e+00,8.64263e-01,-inf,1.55661e+01,3.16069e-07,2.24907e-07
1.88500e+00,1.02012e+02,1.13929e+02,5.97603e+01,1.02012e+02,1.13929e+02,5.97603e+01,1.09637e-03,1.02012e+02,1.13929e+02,5.97603e+01,1.09637e-03,8.21082e-03,3.64457e-03,0.00000e+00,1.58901e+00,5.30874e+00,inf,2.33521e+00,8.47314e-01,-inf,1.55668e+01,2.78224e-07,1.87592e-07
1.89000e+00,1.01809e+02,1.14228e+02,5.97179e+01,1.01809e+02,1.14228e+02,5.97200e+01,1.13286e-03,1.01809e+02,1.14228e+02,5.97179e+01,1.13277e-03,8.25636e-03,3.81181e-03,0.00000e+00,1.58243e+00,5.35960e+00,inf,2.33784e+00,8.26972e-01,-inf,1.55661e+01,2.43603e-07,1.53597e-07
1.89500e+00,1.01606e+02,1.14526e+02,5.96710e+01,1.01606e+02,1.14526e+02,5.96781e+01,1.17057e-03,1.01606e+02,1.14526e+02,5.96710e+01,1.17028e-03,8.30409e-03,4.00069e-03,0.00000e+00,1.57957e+00,5.42064e+00,inf,2.33898e+00,8.02554e-01,-inf,1.55639e+01,2.12318e-07,1.23033e-07
1.90000e+00,1.01404e+02,1.14824e+02,5.96189e+01,1.01403e+02,1.14824e+02,5.96344e+01,1.20953e-03,1.01404e+02,1.14824e+02,5.96189e+01,1.20889e-03,8.35418e-03,4.21512e-03,0.00000e+00,1.58070e+00,5.49412e+00,inf,2.33853e+00,7.73165e-01,-inf,1.55601e+01,1.84452e-07,9.59844e-08
1.90500e+00,1.01201e+02,1.15122e+02,5.95604e+01,1.01201e+02,1.15122e+02,5.95889e+01,1.24980e-03,1.01201e+02,1.15122e+02,5.95604e+01,1.24858e-03,8.40677e-03,4.45990e-03,0.00000e+00,1.58606e+00,5.58301e+00,inf,2.33639e+00,7.37608e-01,-inf,1.55546e+01,1.60056e-07,7.24983e-08
1.91000e+00,1.00999e+02,1.15419e+02,5.94940e+01,1.00999e+02,1.15420e+02,5.95414e+01,1.29140e-03,1.00999e+02,1.15419e+02,5.94940e+01,1.28930e-03,8.46198e-03,4.74100e-03,0.00000e+00,1.59591e+00,5.69144e+00,inf,2.33245e+00,6.94236e-01,-inf,1.55473e+01,1.39136e-07,5.25806e-08
1.91500e+00,1.00797e+02,1.15716e+02,5.94178e+01,1.00796e+02,1.15717e+02,5.94919e+01,1.33438e-03,1.00797e+02,1.15716e+02,5.94178e+01,1.33098e-03,8.51984e-03,5.06585e-03,0.00000e+00,1.61048e+00,5.82524e+00,inf,2.32662e+00,6.40714e-01,-inf,1.55382e+01,1.21648e-07,3.61854e-08
1.92000e+00,1.00595e+02,1.16013e+02,5.93287e+01,1.00594e+02,1.16014e+02,5.94402e+01,1.37878e-03,1.00595e+02,1.16013e+02,5.93287e+01,1.37347e-03,8.58024e-03,5.44382e-03,0.00000e+00,1.63007e+00,5.99305e+00,inf,2.31878e+00,5.73591e-01,-inf,1.55271e+01,1.07488e-07,2.32053e-08
1.92500e+00,1.00394e+02,1.16309e+02,5.92220e+01,1.00393e+02,1.16311e+02,5.93863e+01,1.42463e-03,1.00394e+02,1.16309e+02,5.92220e+01,1.41652e-03,8.64287e-03,5.88696e-03,0.00000e+00,1.65490e+00,6.20827e+00,inf,2.30885e+00,4.87502e-01,-inf,1.55140e+01,9.59265e-08,1.34607e-08
1.93000e+00,1.00193e+02,1.16605e+02,5.90902e+01,1.00191e+02,1.16608e+02,5.93299e+01,1.47198e-03,1.00193e+02,1.16605e+02,5.90902e+01,1.45972e-03,8.70713e-03,6.41128e-03,0.00000e+00,1.68516e+00,6.49333e+00,inf,2.29675e+00,3.73480e-01,-inf,1.54989e+01,8.72706e-08,6.68695e-09
1.93500e+00,9.99931e+01,1.16899e+02,5.89189e+01,9.99896e+01,1.16904e+02,5.92710e+01,1.52086e-03,9.99931e+01,1.16899e+02,5.89189e+01,1.50224e-03,8.77201e-03,7.04044e-03,0.00000e+00,1.72091e+00,6.88985e+00,inf,2.28245e+00,2.14873e-01,-inf,1.54818e+01,8.07233e-08,2.52038e-09
1.94000e+00,9.97937e+01,1.17193e+02,5.86750e+01,9.97884e+01,1.17200e+02,5.92094e+01,1.57132e-03,9.97937e+01,1.17193e+02,5.86750e+01,1.54214e-03,8.83611e-03,7.82320e-03,0.00000e+00,1.76203e+00,7.48978e+00,inf,2.26600e+00,-2.50984e-02,-inf,1.54627e+01,7.56983e-08,4.83745e-10
1.94500e+00,9.95958e+01,1.17484e+02,5.82425e+01,9.95874e+01,1.17496e+02,5.91477e+01,1.62355e-03,9.95958e+01,1.17484e+02,5.82425e+01,1.57277e-03,8.89535e-03,7.99533e-03,0.00000e+00,1.80828e+00,8.64105e+00,inf,2.24750e+00,-4.85608e-01,-inf,1.54419e+01,7.19542e-08,4.76882e-10
1.95000e+00,9.93994e+01,1.17773e+02,5.77994e+01,9.93867e+01,1.17792e+02,5.90809e+01,1.67732e-03,9.93994e+01,1.17773e+02,5.77994e+01,1.60300e-03,8.95299e-03,8.17533e-03,0.00000e+00,1.85581e+00,8.63132e+00,inf,2.22849e+00,-4.81717e-01,-inf,1.54208e+01,6.82283e-08,4.69408e-10
1.95500e+00,9.92046e+01,1.18060e+02,5.73456e+01,9.91862e+01,1.18087e+02,5.90110e+01,1.73280e-03,9.92046e+01,1.18060e+02,5.73456e+01,1.63274e-03,9.01122e-03,8.36333e-03,0.00000e+00,1.90675e+00,8.62356e+00,inf,2.20811e+00,-4.78613e-01,-inf,1.53984e+01,6.45435e-08,4.61658e-10
1.96000e+00,9.90113e+01,1.18344e+02,5.68810e+01,9.89859e+01,1.18381e+02,5.89377e+01,1.79002e-03,9.90113e+01,1.18344e+02,5.68810e+01,1.66191e-03,9.07012e-03,8.55942e-03,0.00000e+00,1.96112e+00,8.61735e+00,inf,2.18636e+00,-4.76127e-01,-inf,1.53745e+01,6.09084e-08,4.53967e-10
1.96500e+00,9.88197e+01,1.18626e+02,5.64057e+01,9.87859e+01,1.18676e+02,5.88610e+01,1.84901e-03,9.88197e+01,1.18626e+02,5.64057e+01,1.69043e-03,9.13012e-03,8.76360e-03,0.00000e+00,2.01889e+00,8.61222e+00,inf,2.16326e+00,-4.74077e-01,-inf,1.53493e+01,5.73171e-08,4.46651e-10
1.97000e+00,9.86297e+01,1.18906e+02,5.59198e+01,9.85863e+01,1.18970e+02,5.87804e+01,1.90981e-03,9.86297e+01,1.18906e+02,5.59198e+01,1.71822e-03,9.19058e-03,8.97583e-03,0.00000e+00,2.08020e+00,8.60773e+00,inf,2.13873e+00,-4.72279e-01,-inf,1.53226e+01,5.37929e-08,4.39980e-10
1.97500e+00,9.84415e+01,1.19183e+02,5.54237e+01,9.83869e+01,1.19263e+02,5.86959e+01,1.97245e-03,9.84415e+01,1.19183e+02,5.54237e+01,1.74523e-03,9.25232e-03,9.19603e-03,0.00000e+00,2.14495e+00,8.60343e+00,inf,2.11283e+00,-4.70562e-01,-inf,1.52945e+01,5.03349e-08,4.34163e-10
1.98000e+00,9.82549e+01,1.19457e+02,5.49177e+01,9.81878e+01,1.19556e+02,5.86072e+01,2.03696e-03,9.82549e+01,1.19457e+02,5.49177e+01,1.77139e-03,9.31503e-03,9.42410e-03,0.00000e+00,2.21324e+00,8.59900e+00,inf,2.08551e+00,-4.68787e-01,-inf,1.52650e+01,4.69611e-08,4.29329e-10
1.98500e+00,9.80701e+01,1.19729e+02,5.44025e+01,9.79890e+01,1.19849e+02,5.85139e+01,2.10337e-03,9.80701e+01,1.19729e+02,5.44025e+01,1.79666e-03,9.37884e-03,9.65994e-03,0.00000e+00,2.28512e+00,8.59418e+00,inf,2.05676e+00,-4.66859e-01,-inf,1.52340e+01,4.36743e-08,4.25519e-10
1.99000e+00,9.78871e+01,1.19999e+02,5.38786e+01,9.77906e+01,1.20141e+02,5.84158e+01,2.17170e-03,9.78871e+01,1.19999e+02,5.38786e+01,1.82099e-03,9.44443e-03,9.90347e-03,0.00000e+00,2.36051e+00,8.58888e+00,inf,2.02661e+00,-4.64741e-01,-inf,1.52015e+01,4.04876e-08,4.22687e-10
1.99500e+00,9.77059e+01,1.20265e+02,5.33467e+01,9.75925e+01,1.20432e+02,5.83202e+01,2.24253e-03,9.77059e+01,1.20265e+02,5.33467e+01,1.84434e-03,9.51147e-03,1.01547e-02,0.00000e+00,2.43954e+00,8.58317e+00,inf,1.99500e+00,-4.62458e-01,-inf,1.51675e+01,3.74087e-08,4.20708e-10
2.00000e+00,9.75265e+01,1.20529e+02,5.28074e+01,9.73948e+01,1.20723e+02,5.82125e+01,2.31486e-03,9.75265e+01,1.20529e+02,5.28074e+01,1.86667e-03,9.58085e-03,1.04135e-02,0.00000e+00,2.52217e+00,8.57726e+00,inf,1.96194e+00,-4.60091e-01,-inf,1.51320e+01,3.44355e-08,4.19403e-10
2.00500e+00,9.73490e+01,1.20791e+02,5.22612e+01,9.71975e+01,1.21014e+02,5.80990e+01,2.38914e-03,9.73490e+01,1.20791e+02,5.22612e+01,1.88795e-03,9.65296e-03,1.06801e-02,0.00000e+00,2.60851e+00,8.57144e+00,inf,1.92741e+00,-4.57764e-01,-inf,1.50949e+01,3.15842e-08,4.18561e-10
2.01000e+00,9.71734e+01,1.21049e+02,5.17087e+01,9.70006e+01,1.21304e+02,5.79793e+01,2.46539e-03,9.71734e+01,1.21049e+02,5.17087e+01,1.90813e-03,9.72831e-03,1.09544e-02,0.00000e+00,2.69866e+00,8.56609e+00,inf,1.89135e+00,-4.55626e-01,-inf,1.50562e+01,2.88609e-08,4.17966e-10
2.01500e+00,9.69997e+01,1.21305e+02,5.11503e+01,9.68041e+01,1.21593e+02,5.78528e+01,2.54357e-03,9.69997e+01,1.21305e+02,5.11503e+01,1.92718e-03,9.80820e-03,1.12366e-02,0.00000e+00,2.79267e+00,8.56162e+00,inf,1.85374e+00,-4.53834e-01,-inf,1.50159e+01,2.62710e-08,4.17415e-10
2.02000e+00,9.68279e+01,1.21558e+02,5.05863e+01,9.66081e+01,1.21882e+02,5.77190e+01,2.62366e-03,9.68279e+01,1.21558e+02,5.05863e+01,1.94505e-03,9.89158e-03,1.15268e-02,0.00000e+00,2.89103e+00,8.55837e+00,inf,1.81440e+00,-4.52537e-01,-inf,1.49736e+01,2.38197e-08,4.16733e-10
2.02500e+00,9.66580e+01,1.21808e+02,5.00171e+01,9.64125e+01,1.22169e+02,5.75773e+01,2.70563e-03,9.66580e+01,1.21808e+02,5.00171e+01,1.96169e-03,9.98254e-03,1.18250e-02,0.00000e+00,2.99349e+00,8.55670e+00,inf,1.77341e+00,-4.51868e-01,-inf,1.49295e+01,2.15108e-08,4.15778e-10
2.03000e+00,9.64901e+01,1.22055e+02,4.94429e+01,9.62175e+01,1.22457e+02,5.74272e+01,2.78941e-03,9.64901e+01,1.22055e+02,4.94429e+01,1.97706e-03,1.00788e-02,1.21312e-02,0.00000e+00,3.10089e+00,8.55687e+00,inf,1.73046e+00,-4.51937e-01,-inf,1.48832e+01,1.93481e-08,4.14440e-10
2.03500e+00,9.63242e+01,1.22300e+02,4.88638e+01,9.60230e+01,1.22743e+02,5.72840e+01,2.87652e-03,9.63242e+01,1.22300e+02,4.88638e+01,1.99109e-03,1.01842e-02,1.24456e-02,0.00000e+00,3.21318e+00,8.55912e+00,inf,1.68554e+00,-4.52837e-01,-inf,1.48348e+01,1.73337e-08,4.12642e-10
2.04000e+00,9.61602e+01,1.22541e+02,4.82800e+01,9.58291e+01,1.23029e+02,5.71167e+01,2.96397e-03,9.61602e+01,1.22541e+02,4.82800e+01,2.00374e-03,1.02972e-02,1.27680e-02,0.00000e+00,3.33125e+00,8.56363e+00,inf,1.63831e+00,-4.54642e-01,-inf,1.47837e+01,1.54695e-08,4.10332e-10
2.04500e+00,9.59983e+01,1.22779e+02,4.76917e+01,9.56358e+01,1.23313e+02,5.69387e+01,3.05296e-03,9.59983e+01,1.22779e+02,4.76917e+01,2.01495e-03,1.04207e-02,1.30984e-02,0.00000e+00,3.45535e+00,8.57055e+00,inf,1.58867e+00,-4.57408e-01,-inf,1.47300e+01,1.37559e-08,4.07484e-10
2.05000e+00,9.58384e+01,1.23015e+02,4.70991e+01,9.54431e+01,1.23597e+02,5.67489e+01,3.14333e-03,9.58384e+01,1.23015e+02,4.70991e+01,2.02468e-03,1.05555e-02,1.34367e-02,0.00000e+00,3.58617e+00,8.57998e+00,inf,1.53634e+00,-4.61180e-01,-inf,1.46733e+01,1.21925e-08,4.04091e-10
2.05500e+00,9.56805e+01,1.23247e+02,4.65023e+01,9.52511e+01,1.23880e+02,5.65463e+01,3.23488e-03,9.56805e+01,1.23247e+02,4.65023e+01,2.03288e-03,1.07031e-02,1.37826e-02,0.00000e+00,3.72434e+00,8.59200e+00,inf,1.48108e+00,-4.65988e-01,-inf,1.46133e+01,1.07777e-08,4.00166e-10
2.06000e+00,9.55246e+01,1.23477e+02,4.59014e+01,9.50599e+01,1.24161e+02,5.63294e+01,3.32737e-03,9.55246e+01,1.23477e+02,4.59014e+01,2.03950e-03,1.08663e-02,1.41359e-02,0.00000e+00,3.87045e+00,8.60667e+00,inf,1.42263e+00,-4.71857e-01,-inf,1.45497e+01,9.50874e-09,3.95735e-10
2.06500e+00,9.53708e+01,1.23703e+02,4.52967e+01,9.48694e+01,1.24442e+02,5.61259e+01,3.42400e-03,9.53708e+01,1.23703e+02,4.52967e+01,2.04450e-03,1.10450e-02,1.44962e-02,0.00000e+00,4.02564e+00,8.62402e+00,inf,1.36056e+00,-4.78796e-01,-inf,1.44820e+01,8.36446e-09,3.90843e-10
2.07000e+00,9.52191e+01,1.23927e+02,4.46883e+01,9.46797e+01,1.24721e+02,5.58801e+01,3.51810e-03,9.52191e+01,1.23927e+02,4.46883e+01,2.04784e-03,1.12449e-02,1.48631e-02,0.00000e+00,4.19018e+00,8.64405e+00,inf,1.29474e+00,-4.86809e-01,-inf,1.44101e+01,7.35446e-09,3.85545e-10
2.07500e+00,9.50694e+01,1.24147e+02,4.40764e+01,9.44909e+01,1.24999e+02,5.56153e+01,3.61214e-03,9.50694e+01,1.24147e+02,4.40764e+01,2.04950e-03,1.14665e-02,1.52360e-02,0.00000e+00,4.36550e+00,8.66675e+00,inf,1.22461e+00,-4.95887e-01,-inf,1.43333e+01,6.47750e-09,3.79911e-10
2.08000e+00,9.49219e+01,1.24365e+02,4.34614e+01,9.43031e+01,1.25276e+02,5.53294e+01,3.70561e-03,9.49219e+01,1.24365e+02,4.34614e+01,2.04946e-03,1.17167e-02,1.56142e-02,0.00000e+00,4.55200e+00,8.69206e+00,inf,1.15001e+00,-5.06014e-01,-inf,1.42513e+01,5.72053e-09,3.74023e-10
2.08500e+00,9.47764e+01,1.24579e+02,4.28436e+01,9.41163e+01,1.25551e+02,5.50197e+01,3.79788e-03,9.47764e+01,1.24579e+02,4.28436e+01,2.04770e-03,1.20001e-02,1.59969e-02,0.00000e+00,4.75063e+00,8.71992e+00,inf,1.07056e+00,-5.17158e-01,-inf,1.41636e+01,5.08142e-09,3.67974e-10
2.09000e+00,9.46331e+01,1.24790e+02,4.22233e+01,9.39307e+01,1.25825e+02,5.47338e+01,3.89527e-03,9.46331e+01,1.24790e+02,4.22233e+01,2.04421e-03,1.23223e-02,1.63832e-02,0.00000e+00,4.96229e+00,8.75021e+00,inf,9.85895e-01,-5.29274e-01,-inf,1.40697e+01,4.55114e-09,3.61872e-10
2.09500e+00,9.44919e+01,1.24998e+02,4.16009e+01,9.37461e+01,1.26096e+02,5.43744e+01,3.98413e-03,9.44919e+01,1.24998e+02,4.16009e+01,2.03901e-03,1.26948e-02,1.67719e-02,0.00000e+00,5.18698e+00,8.78279e+00,inf,8.96019e-01,-5.42304e-01,-inf,1.39693e+01,4.11989e-09,3.55836e-10
2.10000e+00,9.43528e+01,1.25203e+02,4.09770e+01,9.35629e+01,1.26366e+02,5.39810e+01,4.06920e-03,9.43528e+01,1.25203e+02,4.09770e+01,2.03211e-03,1.31249e-02,1.71616e-02,0.00000e+00,5.42510e+00,8.81745e+00,inf,8.00773e-01,-5.56167e-01,-inf,1.38621e+01,3.77039e-09,3.50001e-10
2.10500e+00,9.42158e+01,1.25405e+02,4.03521e+01,9.33811e+01,1.26634e+02,5.35487e+01,4.14916e-03,9.42158e+01,1.25405e+02,4.03521e+01,2.02355e-03,1.36282e-02,1.75510e-02,0.00000e+00,5.67524e+00,8.85394e+00,inf,7.00716e-01,-5.70764e-01,-inf,1.37483e+01,3.49938e-09,3.44517e-10
2.11000e+00,9.40810e+01,1.25603e+02,3.97269e+01,9.32010e+01,1.26900e+02,5.31556e+01,4.23565e-03,9.40810e+01,1.25603e+02,3.97269e+01,2.01338e-03,1.42116e-02,1.79383e-02,0.00000e+00,5.93590e+00,8.89196e+00,inf,5.96453e-01,-5.85971e-01,-inf,1.36280e+01,3.29234e-09,3.39552e-10
2.11500e+00,9.39482e+01,1.25799e+02,3.91023e+01,9.30223e+01,1.27163e+02,5.26389e+01,4.30297e-03,9.39482e+01,1.25799e+02,3.91023e+01,2.00166e-03,1.48914e-02,1.83215e-02,0.00000e+00,6.20136e+00,8.93111e+00,inf,4.90268e-01,-6.01632e-01,-inf,1.35031e+01,3.14288e-09,3.35297e-10
2.12000e+00,9.38176e+01,1.25991e+02,3.84789e+01,9.28456e+01,1.27423e+02,5.20613e+01,4.35949e-03,9.38176e+01,1.25991e+02,3.84789e+01,1.98848e-03,1.56603e-02,1.86984e-02,0.00000e+00,6.46531e+00,8.97093e+00,inf,3.84687e-01,-6.17562e-01,-inf,1.33761e+01,3.04121e-09,3.31968e-10
2.12500e+00,9.36891e+01,1.26180e+02,3.78580e+01,9.26712e+01,1.27680e+02,5.14104e+01,4.40210e-03,9.36891e+01,1.26180e+02,3.78580e+01,1.97394e-03,1.64965e-02,1.90668e-02,0.00000e+00,6.71756e+00,9.01087e+00,inf,2.83789e-01,-6.33535e-01,-inf,1.32513e+01,2.97076e-09,3.29817e-10
2.13000e+00,9.35627e+01,1.26367e+02,3.72405e+01,9.24987e+01,1.27934e+02,5.08317e+01,4.45500e-03,9.35627e+01,1.26367e+02,3.72405e+01,1.95818e-03,1.73584e-02,1.94239e-02,0.00000e+00,6.94319e+00,9.05024e+00,inf,1.93535e-01,-6.49285e-01,-inf,1.31356e+01,2.93092e-09,3.29140e-10
2.13500e+00,9.34384e+01,1.26550e+02,3.66279e+01,9.23290e+01,1.28184e+02,5.00142e+01,4.46364e-03,9.34384e+01,1.26550e+02,3.66279e+01,1.94133e-03,1.84288e-02,2.15005e-02,0.00000e+00,7.14052e+00,9.15428e+00,inf,1.14602e-01,-6.90902e-01,-inf,1.30360e+01,2.58539e-09,1.15204e-12
2.14000e+00,9.32814e+01,1.26781e+02,3.89026e+01,9.21625e+01,1.28430e+02,4.90642e+01,4.44408e-03,9.33265e+01,1.26715e+02,3.29683e+01,1.61132e-03,1.86195e-02,2.35414e-02,0.00000e+00,7.48599e+00,1.38630e+01,inf,-2.35862e-02,-2.57439e+00,-inf,1.28825e+01,2.33791e-09,6.35896e-13
2.14500e+00,9.31499e+01,1.26975e+02,3.87464e+01,9.19999e+01,1.28669e+02,4.79413e+01,4.38739e-03,9.32270e+01,1.26861e+02,2.93184e+01,1.30244e-03,1.90977e-02,2.48434e-02,0.00000e+00,7.66262e+00,1.46957e+01,inf,-9.42355e-02,-2.90746e+00,-inf,1.27968e+01,2.11568e-09,3.57345e-13
2.15000e+00,9.30319e+01,1.27149e+02,3.81303e+01,9.18743e+01,1.28854e+02,4.46195e+01,3.90692e-03,9.31395e+01,1.26990e+02,2.57904e+01,1.02767e-03,1.94634e-02,2.49454e-02,0.00000e+00,7.80525e+00,1.55927e+01,inf,-1.51288e-01,-3.26627e+00,-inf,1.27284e+01,1.91314e-09,2.06501e-13
2.15500e+00,9.29031e+01,1.27338e+02,3.79700e+01,9.23281e+01,1.28186e+02,3.82026e+01,2.62573e-03,9.30632e+01,1.27103e+02,2.24856e+01,7.94707e-04,1.97678e-02,2.35776e-02,0.00000e+00,7.93126e+00,1.65908e+01,inf,-2.01691e-01,-3.66551e+00,-inf,1.26686e+01,1.73029e-09,1.33311e-13
2.16000e+00,9.27893e+01,1.27506e+02,3.73579e+01,9.22072e+01,1.28364e+02,3.78414e+01,2.64008e-03,9.29968e+01,1.27200e+02,1.95441e+01,6.09461e-04,2.00028e-02,2.09171e-02,0.00000e+00,8.03696e+00,1.75889e+01,inf,-2.43971e-01,-4.06476e+00,-inf,1.26195e+01,1.56292e-09,1.00039e-13
2.16500e+00,9.26631e+01,1.27692e+02,3.71937e+01,9.20865e+01,1.28542e+02,3.55546e+01,2.39153e-03,9.29390e+01,1.27286e+02,1.70565e+01,4.70290e-04,2.02332e-02,1.75838e-02,0.00000e+00,8.13733e+00,1.85192e+01,inf,-2.84121e-01,-4.43687e+00,-inf,1.25727e+01,1.40928e-09,8.73858e-14
2.17000e+00,9.25533e+01,1.27854e+02,3.65871e+01,9.19682e+01,1.28716e+02,3.53533e+01,2.42195e-03,9.28879e+01,1.27361e+02,1.50319e+01,3.69467e-04,2.04615e-02,1.42630e-02,0.00000e+00,8.24021e+00,1.93401e+01,inf,-3.25273e-01,-4.76524e+00,-inf,1.25250e+01,1.26853e-09,8.65548e-14
2.17500e+00,9.24298e+01,1.28036e+02,3.64194e+01,9.18823e+01,1.28843e+02,3.90480e+01,2.99874e-03,9.28424e+01,1.27428e+02,1.34180e+01,2.97371e-04,2.06875e-02,1.13794e-02,0.00000e+00,8.34559e+00,2.00917e+01,inf,-3.67423e-01,-5.06588e+00,-inf,1.24762e+01,1.13955e-09,8.51447e-14
2.18000e+00,9.23241e+01,1.28192e+02,3.58197e+01,9.18927e+01,1.28827e+02,4.03257e+01,3.18868e-03,9.28013e+01,1.27488e+02,1.20999e+01,2.44005e-04,2.09093e-02,9.01557e-03,0.00000e+00,8.45466e+00,2.15831e+01,inf,-4.11050e-01,-5.66241e+00,-inf,1.24259e+01,1.01513e-09,3.90875e-15
2.18500e+00,9.22031e+01,1.28370e+02,3.56488e+01,9.18734e+01,1.28856e+02,3.96911e+01,3.10254e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.11503e-02,0.00000e+00,0.00000e+00,8.58602e+00,inf,inf,-4.63597e-01,-inf,-inf,1.23658e+01,8.89452e-10,0.00000e+00
2.19000e+00,9.21013e+01,1.28520e+02,3.50575e+01,9.18757e+01,1.28852e+02,3.72610e+01,2.73754e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.14289e-02,0.00000e+00,0.00000e+00,8.74635e+00,inf,inf,-5.27727e-01,-inf,-inf,1.22928e+01,7.23390e-10,0.00000e+00
2.19500e+00,9.19829e+01,1.28694e+02,3.48838e+01,9.18740e+01,1.28855e+02,3.40021e+01,2.28554e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.18236e-02,0.00000e+00,0.00000e+00,9.01878e+00,inf,inf,-6.36701e-01,-inf,-inf,1.21706e+01,4.64486e-10,0.00000e+00
2.20000e+00,9.18812e+01,1.28844e+02,3.39632e+01,9.18733e+01,1.28856e+02,3.27820e+01,2.12654e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.23940e-02,0.00000e+00,0.00000e+00,9.55904e+00,inf,inf,-8.52803e-01,-inf,-inf,1.19347e+01,7.39211e-11,0.00000e+00
2.20500e+00,0.00000e+00,0.00000e+00,0.00000e+00,nan,nan,nan,nan,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.34250e-02,0.00000e+00,0.00000e+00,1.13001e+01,inf,inf,-1.54924e+00,-inf,-inf,1.12028e+01,0.00000e+00,0.00000e+00
