solution_id,shower_code,vel_init_norot,vel_avg_norot,duration,mass,peak_mag_height,begin_height,end_height,t0,peak_abs_mag,beg_abs_mag,end_abs_mag,F,trail_len,deceleration_lin,deceleration_parab,decel_parab_t0,decel_t0,decel_jacchia,zenith_angle,kurtosis,skew,kc,Dynamic_pressure_peak_abs_mag,a_acc,b_acc,c_acc,a_t0,b_t0,c_t0,a1_acc_jac,a2_acc_jac,a_mag_init,b_mag_init,c_mag_init,a_mag_end,b_mag_end,c_mag_end
20220820_055202,PER,61.647068216436246,60.910275752724665,0.5601257085800171,2e-06,103.55919288990881,115.53141494697616,94.32952105553834,0.12058745974590998,1.798559446847691,5.437508922534192,5.888448107007913,0.564677010382653,22.90004811339838,-6.400195886869895,-26.46777896480519,-43.33956256728219,-9.551131787609297,0.624088642476243,22.203886999999966,-0.719343437627566,-0.10726912045050166,27.2320311153302,947.2375376769824,-14.026491949947046,1.585204935088901,61.82823743903266,-7.217613793786358,-0.01693990228201981,0.007647140602277431,0.015476405019221613,6.350210126345046,0.008527880468984407,-1.5433181240482057,70.27437950073188,0.002214227723176588,-0.900753694398274,71.21603705936484
20230731_080011,PER,61.433896407261635,60.04017317972433,0.28006285429000854,5.29e-06,102.52439805976861,110.83707906734288,96.16946753691163,-0.003799081799933518,0.8269598257189319,4.092334722446952,4.135373204686781,0.5667371944183103,19.651502826958282,-17.135667612601605,-54.208533955592934,-123.8544018549294,-17.59217322929212,2.506637914856062,41.72169399999999,-0.7511336493027829,-0.05591179062135834,22.64555898274162,980.6276727731805,-21.855201765445393,-10.498130424702147,62.25116006612886,-20.6397979393975,-0.007807109272201435,0.013245905926792225,0.024913752375860222,10.030584258833597,0.011493995518504977,-1.9852902808318058,83.07164703682339,0.033930995312529084,-7.3033665921437505,392.82403953688487
20230731_083344,PER,60.380245148514526,57.23246430399273,0.2587136601673412,2.47e-06,103.0267204609496,109.74887364953867,96.44816072707226,0.047130569952547705,1.3970035603218287,5.0013215367983594,5.15271007919448,0.5053979608291964,14.245921893042317,-47.08130017227428,-561.6630088620955,-555.7695233319006,-58.79543656022107,2.4991180673054227,20.988784557606152,-0.814235922543844,-0.0075963391202987585,21.53865062453501,874.7566032602492,-300.887835669867,40.112662477638594,59.27427051767835,-92.62702417325653,-0.0036891461807130555,-0.0025804828007728806,0.008696050059323184,16.952446074127657,0.01458654672646652,-2.5344231093330216,107.60665101707178,0.021909713628017455,-4.92345086344056,276.00434995049346
20230809_023558,PER,60.028574771940924,59.67181757260986,0.5290254950523376,1e-05,104.64797034641377,112.90028078378077,102.01776438449157,0.3019093005334723,1.1266388996754948,3.7334604837268284,2.47196666702351,0.7583090284068863,12.236482437450212,-3.1764265548724087,-26.59034675792801,-90.20655500913134,-10.270673837853295,0.034301761538467944,27.208310892708973,-0.8504323988416034,-0.4615208963846403,25.6978462323262,641.2776708891848,-16.55607932463603,6.5218118913440515,59.53553933073932,-15.029351411176211,-0.015223271037027614,0.0001130777603712389,0.00022162776489618305,12.440737553029491,-0.0020218581080253344,0.7040204468472098,-50.298723869413216,0.25575121375372695,-53.361853097420145,2784.5879964063947
20230811_065139,PER,58.615886974953625,58.144363579602555,0.4356846213340759,8e-06,102.92003185404444,115.16576774342663,96.50860758698867,0.18658203381552824,0.4690959589539492,4.9889005257250885,4.738956215448534,0.6563558326510158,23.53838944662778,-4.952129830682413,-45.37708138596232,-88.59185330992692,-11.071746272392339,0.19454827247873258,37.56832048781152,-0.47417966411847345,-0.32276721122368907,28.654578416312916,920.8056876108634,-26.40873408146216,7.4403867769620025,58.21894161153228,-14.758166580734452,-0.02142691276010668,0.001841862402151917,0.0015283951587523848,11.28225373572035,-0.008788382310831613,2.319581182232381,-145.38712241276016,0.01956889997405915,-4.586033667803857,265.0538331681806
20230811_074456,PER,63.748044064663745,61.39501096424446,0.3222804003807966,6.44e-06,102.35695740898517,113.78960624426512,97.18481219968152,-0.022348875297667294,1.1992328766072509,4.692892738361542,4.429871049023589,0.6885149436110725,23.54927605269028,-21.654195221788978,-60.405856643922775,-115.57278282447005,-19.92352276178844,3.6742546779711165,45.16169202864333,-0.7728137819051404,-0.32368523105242225,24.45370389338244,1124.3872425373652,-23.533784792639423,-13.33828705864393,64.67498702323066,-19.260340478362536,-0.0053699771474177,0.02180453614733321,0.054602734083926255,8.20308918361383,0.007510552795186983,-1.3169233596802499,57.20168554987859,0.031201610905811847,-6.860786687157361,376.467082500691
20230811_082217,PER,59.930010527484136,58.55692168585942,0.3423035144805908,5.58e-06,104.47943919418947,112.49171791770982,95.22271467698089,0.027544164456375773,0.728617634899591,3.98901680370217,4.350305949679459,0.4639688007367674,21.869981660366808,-12.882314088063058,-58.83861636008698,-88.03454539358324,-13.891411628205722,1.7276711042602209,37.849865,-0.7248697989593462,0.019575243407499603,25.0637164488258,758.5425327239851,-28.436384455064722,-1.9658474499575396,60.250002124107226,-14.66519213273643,-0.021696298582336373,0.007644910513308168,0.022860482941448608,8.693363399686294,-0.00403764239688319,1.3056297665415655,-91.70994407870914,0.02872930898247723,-6.13569549610043,328.2132077240385
20230811_082648,PER,60.09141691009782,59.46486530110947,0.3580079106699378,1.12e-06,105.7797282006246,113.95540883497546,95.32858022734182,0.11617603535124328,2.611743668060291,5.483533770175978,5.60992947384177,0.43891962537306534,25.664698054243374,-6.647607019897162,-71.98755801691753,-88.06697354550366,-10.660076214996407,0.25507200964305354,43.46653800000007,-0.8635523795903715,0.02853637497190844,26.53900241911012,627.1215733739696,-40.91659621663752,9.845634416357518,59.54474813487599,-14.675672222669913,-0.00647010474209532,-0.0006747808841789998,0.0013624866434028197,13.682494277150223,0.018324573327004278,-3.6560756308618325,184.12191642334338,0.023935578399090995,-5.109124048081932,275.18996992574955
20230811_083105,PER,59.43109669519514,59.154555381147034,0.3112033009529114,1.7e-06,107.71509879685756,113.33503874976809,97.19071275412459,0.08188941040855216,1.8978179077534219,5.845451477894773,4.863100035071405,0.34810619869959597,21.057838510405823,-4.53070000620803,-55.17709405656029,-62.13772054031929,-7.13060183907968,0.13939940354367236,39.944576649403736,-0.9678938588173587,0.15350563802779787,26.41697882443522,452.59670078245347,-30.533480452184843,5.889866847809394,59.25989535781529,-10.355142075058946,-0.0034340449828062997,-0.0003205189574833814,0.000518765381279046,16.392491397911638,0.04984095295632065,-10.23688202939622,525.8816251439681,0.023464746861955228,-5.117863590778308,280.88653355855354
20230813_034540,PER,60.75848379402347,59.54179783787947,0.5290254950523376,1.12e-05,105.16868495600733,112.0479320154974,97.7693313954272,0.152713882934052,0.2545346260122462,3.1708278202253672,4.012108974265309,0.48178720327960617,18.666243950005253,-9.518725083267203,-54.04339998189959,-78.39802287098173,-14.76361864643944,0.5905986664687358,40.09813600000004,-0.5967751807418273,0.04374958525299,23.9268453804832,644.8883168170839,-31.104088962696814,8.16477794349404,60.39263782167615,-13.063755479904735,-0.007744995776661913,0.004385172869840845,0.00917288512576737,8.024043115855266,0.042681342964565876,-8.807672658830496,454.46145829267647,-0.0026317979782692837,0.022234995253684366,26.93009196507446
20230813_034655,PER,59.42024777407199,58.15300263134522,0.3885572305393538,2.08e-06,107.88596204198993,112.15398666543621,101.72410841608864,0.06487947888446174,2.565158104165947,4.470368069629406,4.664592573443044,0.40921135620286486,15.253104494623225,-11.560287020342617,-58.981813887136234,-87.11812596661179,-14.116133853008648,1.3155653865026427,46.85969493537804,-0.8661257292130995,-0.1137758435434892,25.577758668050166,397.8898898365319,-30.11141226090424,1.241010634672245,59.6481828551588,-14.516300428049533,-0.010161699157294788,0.009973477794414758,0.019026545662925026,8.315267890350613,0.017022749209256754,-3.312408090933546,161.8156341898855,0.06676241035418251,-14.340544700564452,772.6555461733784
20230813_035509,PER,60.77800062368589,59.763250974726496,0.5491511110845041,1.4e-06,107.96417381427945,113.46315442254549,99.15037229275796,0.04879912669671217,3.053583027675611,4.375156837753133,5.3166459802019785,0.3842006786941619,16.355686529173628,-7.004258043072064,-24.36842441112574,-29.604123282086068,-7.4212604498203145,0.9617246579028528,28.943760147842383,-0.8262562382673377,0.051042376130092784,25.694948433524686,416.59653880692804,-12.037485958316473,-0.2934524944927924,60.972499479858,-4.93067920570281,-0.01002402393460293,0.011892370029145484,0.029688108932408273,5.691596559230948,0.03151445105025437,-6.73694484961744,363.17610399985415,0.00980178923266088,-2.303203834401922,137.42010103435084
20230813_043456,PER,58.41370324894355,57.25520473462361,0.46678483486175537,1.5e-06,107.67243302605377,114.50860732469556,100.4483318999796,0.25318032616506425,2.720877898223113,5.586176377424825,5.076255427160815,0.48620486385528244,18.979953746120348,-11.852859637671004,-126.76283694166824,-335.2400849306352,-35.84053223993639,0.1372857735219253,42.20072599999997,-0.7388109753990442,-0.020222762022007228,27.469995768402057,416.9453127350322,-77.08777705326186,27.412717164855476,56.48912188145328,-55.86660478195013,-0.02022811946718363,0.0031710459452355677,0.000686186931178763,14.144628527724434,0.0016527488165090298,0.06941343455815571,-24.01537400799729,0.021760523612470772,-4.855202928846319,273.20555178505265
20230813_060421,PER,59.75497346530049,58.9921480596091,0.5601374111233021,1.5e-05,104.82736855694206,118.5534884995924,96.36141152032076,0.21474310295059068,0.11123332017394894,5.04534237056081,4.6312960013367395,0.6185144344745708,29.331242622804915,-5.827959152448904,-38.077536643114755,-62.310853656846206,-10.763078690812556,0.20579008334399854,40.83445299999996,-0.43331870299934483,-0.2738111869136592,31.17015274225595,711.4234053606382,-23.11877333184429,8.160010020573832,59.215600804904064,-10.38470479112682,-0.0013124550426434436,0.0033315110085326075,0.0025427327108431506,8.996257267005738,-0.018385329621378364,4.512847701478119,-271.58979393332714,0.013897148564850735,-3.3108113578681087,194.51604096988675
20230813_060902,PER,58.62479262469607,58.2187048479709,0.46678483486175537,1e-05,104.4845485683668,115.54729811421743,97.28558231857707,0.1171231957759013,0.3876688351521014,4.8575060373528505,3.900630855206292,0.6057891640440296,25.793515326209626,-3.485357645875362,-19.47522198841628,-32.14274039223048,-5.631597647827752,0.35869607106930124,44.927870753575085,-0.5963700453437504,-0.24821613783895766,29.05380851814492,724.7895921027256,-10.554609401406157,1.633996814396036,58.61996210365802,-5.354688341954682,-0.00730517025119265,0.0031877077920454463,0.006415639384471397,7.477274724496706,-0.00567830587440379,1.6839555886623019,-113.93021746607296,0.0078309347842095,-2.116539698353554,135.78616402381175
20230813_061629,PER,59.85520118670003,58.74124542618269,0.46678483486175537,6.19e-06,105.61391487815355,115.10006425910025,96.07854991340194,0.12755593085593872,1.3397076656518392,5.104642089658826,4.831406536095474,0.4987063179379291,21.654499063195534,-10.267006360177099,-69.97974247053048,-92.76952504684864,-15.774507607384674,0.7369547176904636,28.548924999999997,-0.7078173999369453,-0.22265595864535542,27.55160294927677,648.0641898586348,-39.51315831209207,9.046574153653646,59.423578942651936,-15.453668404429255,-0.023757310136554972,0.011012565622643865,0.009371217714167449,8.867932686671443,-0.002957649821084105,1.052230671320125,-76.90745115965275,0.034162010549390054,-7.2853150656732915,389.58743038509243
20230813_063709,PER,61.181363348186494,60.35410995596461,0.3423035144805908,3e-06,106.55281585936282,113.7978890054075,98.57249134777865,0.03975890913664947,1.5343087192400429,5.526562805296064,4.4262983936830675,0.47585444459077586,20.1107433194908,-8.93624566874306,-54.5905796069349,-71.92544576460338,-10.88089652534336,1.0053560261297267,40.79274243264208,-0.9042793132766733,0.09040982489443465,25.838346391265006,588.0214807950007,-27.9186922243407,1.2468048417464948,61.29710234317341,-11.987462612457234,-0.00033504492999135823,0.004415366184358456,0.010642193961357923,9.719509704643997,0.055965838568073266,-11.787423529937975,622.1062850503896,0.008383922139325005,-2.0694033668207834,126.88837285805218
20230813_063940,PER,60.81751510115826,59.42488430083602,0.4045441746711731,6.39e-06,105.51581090340973,114.00646964849409,96.42706214951792,0.13879408750416705,0.2825913700730165,4.546308320404557,4.701573627037767,0.4829889031003383,23.24869329103005,-15.067470607436125,-136.01377888247953,-217.44473772656121,-28.97423827959446,0.8309817123443918,40.874390285468756,-0.5775412644787847,0.014563695874316003,25.81355670265269,682.1406631540366,-76.82251789505243,17.63125690762533,60.111139699835235,-36.22517109603304,-0.04685557518149687,0.008983005907075344,0.006812792819623575,11.044171503105245,-0.010709661300431076,2.835594581137551,-179.63483088505606,0.014899115627774719,-3.516147995313301,205.24419334769536
20230813_071840,PER,59.74583401435829,59.00358435595608,0.3663271349690272,2.56e-06,105.68023329443852,112.63070927049436,95.68724443099052,0.008686907233632763,1.3721685668757901,5.180855122832025,5.026159690226425,0.410215740516706,23.321196698913155,-6.491484480929998,-21.446406999781676,-36.28614143786147,-6.48917807311982,0.9504700446150486,43.40402599999997,-0.8179825188616001,0.16023872872882,25.48779381910063,639.2730743896082,-9.369363529918948,-2.70767993994378,60.04166218624178,-6.047626245922606,-0.00019198116291813062,0.008300815676116036,0.015803169908564958,7.755273390838893,-0.05002650638320364,11.637285351733112,-670.8375503810271,0.016363216419529716,-3.661331327452844,205.53632888704684
20230813_082534,PER,59.82510885466333,58.88599201623414,0.5456825284731621,1.27e-05,101.26527713748283,118.63427941099307,90.17215040638457,0.15803274389311328,-0.15993480250083258,4.4129009564656165,4.081501728687121,0.610249580089315,38.91275249988398,-7.28554171381685,-44.65499105271658,-57.15543239789735,-11.091225288220366,0.2972119880826311,42.993213000000104,-0.495884055010992,-0.015064286651286105,31.152538099231364,1289.652258576771,-26.257370396512552,7.859749740308519,59.41528004774242,-9.523201322131111,-0.008112232555341197,0.0033300442650446103,0.0036658553624206746,9.004207579887002,-0.0037419011065711444,1.1690356163225084,-81.15078051631122,-0.006571115313244587,0.849893683513357,-18.94946665200609
20230814_081744,PER,58.36632702630272,57.47677674243935,0.2489224076271057,2.65e-06,106.75578983595142,111.42472186934978,99.17340709410624,0.020376749446219294,1.478753316095693,5.177187973980097,3.8317393427576407,0.38109640630840375,16.831965156145554,-13.178242515254073,-107.85538649644771,-132.40784203291793,-15.130626044192425,1.2974449487496773,43.29270790151443,-0.9186591169262108,0.2449033481622982,25.05935587259306,509.8630247632134,-55.00323735971223,2.1510882229767567,58.491315181887124,-22.067972290739945,-4.144239125132168e-06,0.006504570877835413,0.006846499635389874,13.766076387354206,0.016199382522017768,-2.519934189644522,84.96715859632067,-0.017362720463978843,3.231970360476296,-145.74048269728368
20230814_090617,PER,58.00305713656495,57.676840131522006,0.23818564595836902,2.05e-06,103.90372065877735,109.95673206614796,97.3744369804343,0.12844695667642456,1.083478008109457,4.9919033325776105,4.521226012903965,0.48107371239793906,16.857737353287177,-7.72622121520549,-175.83972804927987,-466.83274626010143,-25.63031300498678,0.067618344023037,41.72214497459203,-0.7378380550930488,-0.011720348796204738,23.814990173023318,804.9866926167401,-97.13517365633535,18.430619263390845,57.34257663952922,-77.80265500188526,-0.008408124394939468,9.168458168077084e-05,8.454390686192128e-05,28.280762116718165,-0.0900303946107424,20.13840068599748,-1120.7481596228588,-0.016942892806541657,2.8621628942388226,-113.40549512616104
20230816_074855,PER,59.88150594077252,59.80656885495721,0.311163067817688,3.88e-06,106.79098829389278,112.73536455078832,97.90992998258322,0.14479131245622223,1.0701452100081557,4.6696937565125145,4.119255061742064,0.4009579772888383,20.39793608918286,-1.8966550584100543,-38.693949490777214,-55.62128300229572,-4.652687972560791,0.001879870947724426,43.38032899999996,-0.648542950205977,0.3652021062763162,25.647908484574245,547.2955219157282,-22.46601184467806,6.238074198578904,59.55933545092434,-9.26552681889315,-0.014061044468408753,0.00038880014599627466,2.1274945295289453e-06,29.72554268445267,0.013482485614275896,-2.292516238239191,91.8988911336292,-0.003125107128825938,0.27377704677259995,7.236148939161761
20230816_081132,PER,59.61572927707316,59.05091512180626,0.2489626407623291,1.41e-06,104.24847469697191,111.42304963524134,98.84768427855582,0.08426076772045486,1.9874063162777118,4.8265748935110775,4.938140262544246,0.5705261624430787,16.19694812100127,-9.907519182402766,-144.45088872255192,-211.39101649201325,-17.459330378717723,0.490724586908715,39.06755783401618,-0.7194166661447858,-0.0638906473190375,24.36769834664777,807.1992182195834,-78.2446509394076,12.038413156263283,59.25573125311276,-35.22255835254467,-0.027833188372631767,0.0011663190066581088,0.0015610865079461857,17.729864801894493,0.008109295548581627,-1.3031644732138556,49.46796987440959,0.026959360549363223,-5.978779957076036,332.37969257727633
