solution_id,shower_code,vel_init_norot,vel_avg_norot,duration,mass,peak_mag_height,begin_height,end_height,peak_abs_mag,beg_abs_mag,end_abs_mag,F,trail_len,acceleration,zenith_angle,kurtosis,skew,kc
20180813_071944,PER,63.27270925892165,59.254355801808494,0.37344396114349365,0,106.22541225636213,113.5254795777048,96.39800538277557,3.845090840667625,6.100962288982255,6.725996396197231,0.42621972383434836,21.14827194138122,21.87497831575912,35.916199000000056,-0.7150385006500657,0.00925174039560095,24.71978994257219
20210816_061910,PER,61.66191733202898,60.62577857572485,0.47068233324801584,0,100.22093245400019,113.29027863252618,93.6890976397853,3.0942260953189082,5.641339611991,6.230179622442711,0.66676320081765,27.556949241077774,4.476826415449557,44.65944220431235,-1.0032663226682503,0.08098011152370853,25.327320553867864
20220729_064854,PER,60.98606208412025,60.202879755296635,0.2489626407623291,0,105.6612959605231,111.50001163719107,99.90297206938665,2.2834640059656284,4.896000211355422,4.511450588404117,0.5034660477383679,14.949792716223067,7.459430396361795,39.12851227419219,-0.6723590011526088,-0.06709113056085711,23.897222498591745
20220807_073827,PER,60.23515636027416,59.49833388007245,0.2489626407623291,0,103.20292243364008,109.42859501800746,97.24251615971413,2.4865543562535164,4.620816075512586,5.510727414805698,0.5108839895722852,16.920817694588198,6.893440096817358,43.93043987136531,-0.7264713010903097,-0.06044250315472679,22.23068081692948
20220820_055202,PER,62.053585625045955,61.06801356201518,0.5290254950523376,0,103.5859280133135,114.33414752883516,94.31536019474323,1.8079111242744244,5.456283272156434,5.8889991483312665,0.5369066235704235,21.622566853660736,4.542176684076581,22.206389999999956,-0.6691664019838393,-0.05571728232296877,26.164268573232675
