# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.50000e+00,1.01143e+02,9.01071e+01,5.98892e+01,1.01143e+02,9.01071e+01,5.98892e+01,1.29272e-03,1.01143e+02,9.01071e+01,5.98892e+01,1.29272e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.91100e+00,3.91100e+00,inf,1.35988e+00,1.35988e+00,-inf,1.46563e+01,7.46936e-07,7.46936e-07
1.50500e+00,1.00881e+02,9.04065e+01,5.98802e+01,1.00881e+02,9.04065e+01,5.98802e+01,1.35352e-03,1.00881e+02,9.04065e+01,5.98802e+01,1.35352e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.87037e+00,3.87037e+00,inf,1.37613e+00,1.37613e+00,-inf,1.46726e+01,7.37686e-07,7.37686e-07
1.51000e+00,1.00620e+02,9.07059e+01,5.98707e+01,1.00620e+02,9.07059e+01,5.98707e+01,1.41728e-03,1.00620e+02,9.07059e+01,5.98707e+01,1.41728e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.83013e+00,3.83013e+00,inf,1.39223e+00,1.39223e+00,-inf,1.46888e+01,7.28083e-07,7.28083e-07
1.51500e+00,1.00358e+02,9.10052e+01,5.98607e+01,1.00358e+02,9.10052e+01,5.98607e+01,1.48417e-03,1.00358e+02,9.10052e+01,5.98607e+01,1.48417e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.79031e+00,3.79031e+00,inf,1.40815e+00,1.40815e+00,-inf,1.47048e+01,7.18119e-07,7.18119e-07
1.52000e+00,1.00097e+02,9.13044e+01,5.98502e+01,1.00097e+02,9.13044e+01,5.98502e+01,1.55434e-03,1.00097e+02,9.13044e+01,5.98502e+01,1.55434e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.75094e+00,3.75094e+00,inf,1.42390e+00,1.42390e+00,-inf,1.47206e+01,7.07783e-07,7.07783e-07
1.52500e+00,9.98356e+01,9.16036e+01,5.98392e+01,9.98356e+01,9.16036e+01,5.98392e+01,1.62795e-03,9.98356e+01,9.16036e+01,5.98392e+01,1.62795e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.71205e+00,3.71205e+00,inf,1.43946e+00,1.43946e+00,-inf,1.47362e+01,6.97066e-07,6.97066e-07
1.53000e+00,9.95743e+01,9.19028e+01,5.98276e+01,9.95743e+01,9.19028e+01,5.98276e+01,1.70516e-03,9.95743e+01,9.19028e+01,5.98276e+01,1.70516e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.67368e+00,3.67368e+00,inf,1.45481e+00,1.45481e+00,-inf,1.47516e+01,6.85959e-07,6.85959e-07
1.53500e+00,9.93131e+01,9.22018e+01,5.98153e+01,9.93131e+01,9.22018e+01,5.98153e+01,1.78615e-03,9.93131e+01,9.22018e+01,5.98153e+01,1.78615e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.63586e+00,3.63586e+00,inf,1.46993e+00,1.46993e+00,-inf,1.47668e+01,6.74453e-07,6.74453e-07
1.54000e+00,9.90519e+01,9.25009e+01,5.98024e+01,9.90519e+01,9.25009e+01,5.98024e+01,1.87111e-03,9.90519e+01,9.25009e+01,5.98024e+01,1.87111e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.59865e+00,3.59865e+00,inf,1.48482e+00,1.48482e+00,-inf,1.47818e+01,6.62541e-07,6.62541e-07
1.54500e+00,9.87908e+01,9.27998e+01,5.97888e+01,9.87908e+01,9.27998e+01,5.97888e+01,1.96024e-03,9.87908e+01,9.27998e+01,5.97888e+01,1.96024e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.56208e+00,3.56208e+00,inf,1.49945e+00,1.49945e+00,-inf,1.47965e+01,6.50216e-07,6.50216e-07
1.55000e+00,9.85298e+01,9.30987e+01,5.97744e+01,9.85298e+01,9.30987e+01,5.97744e+01,2.05372e-03,9.85298e+01,9.30987e+01,5.97744e+01,2.05372e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.52621e+00,3.52621e+00,inf,1.51380e+00,1.51380e+00,-inf,1.48109e+01,6.37470e-07,6.37470e-07
1.55500e+00,9.82688e+01,9.33975e+01,5.97593e+01,9.82688e+01,9.33975e+01,5.97593e+01,2.15178e-03,9.82688e+01,9.33975e+01,5.97593e+01,2.15178e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.49107e+00,3.49107e+00,inf,1.52785e+00,1.52785e+00,-inf,1.48250e+01,6.24298e-07,6.24298e-07
1.56000e+00,9.80079e+01,9.36962e+01,5.97433e+01,9.80079e+01,9.36962e+01,5.97433e+01,2.25464e-03,9.80079e+01,9.36962e+01,5.97433e+01,2.25464e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.45673e+00,3.45673e+00,inf,1.54159e+00,1.54159e+00,-inf,1.48389e+01,6.10696e-07,6.10696e-07
1.56500e+00,9.77471e+01,9.39948e+01,5.97265e+01,9.77471e+01,9.39948e+01,5.97265e+01,2.36252e-03,9.77471e+01,9.39948e+01,5.97265e+01,2.36252e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.42325e+00,3.42325e+00,inf,1.55498e+00,1.55498e+00,-inf,1.48524e+01,5.96660e-07,5.96660e-07
1.57000e+00,9.74863e+01,9.42934e+01,5.97087e+01,9.74863e+01,9.42934e+01,5.97087e+01,2.47567e-03,9.74863e+01,9.42934e+01,5.97087e+01,2.47567e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.39068e+00,3.39068e+00,inf,1.56801e+00,1.56801e+00,-inf,1.48655e+01,5.82187e-07,5.82187e-07
1.57500e+00,9.72257e+01,9.45918e+01,5.96899e+01,9.72257e+01,9.45918e+01,5.96899e+01,2.59434e-03,9.72257e+01,9.45918e+01,5.96899e+01,2.59434e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.35910e+00,3.35910e+00,inf,1.58064e+00,1.58064e+00,-inf,1.48782e+01,5.67278e-07,5.67278e-07
1.58000e+00,9.69651e+01,9.48902e+01,5.96700e+01,9.69651e+01,9.48902e+01,5.96700e+01,2.71880e-03,9.69651e+01,9.48902e+01,5.96700e+01,2.71880e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.32857e+00,3.32857e+00,inf,1.59285e+00,1.59285e+00,-inf,1.48906e+01,5.51934e-07,5.51934e-07
1.58500e+00,9.67046e+01,9.51884e+01,5.96490e+01,9.67046e+01,9.51884e+01,5.96490e+01,2.84931e-03,9.67046e+01,9.51884e+01,5.96490e+01,2.84931e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.29918e+00,3.29918e+00,inf,1.60461e+00,1.60461e+00,-inf,1.49024e+01,5.36157e-07,5.36157e-07
1.59000e+00,9.64443e+01,9.54865e+01,5.96267e+01,9.64443e+01,9.54865e+01,5.96267e+01,2.98616e-03,9.64443e+01,9.54865e+01,5.96267e+01,2.98616e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.27100e+00,3.27100e+00,inf,1.61588e+00,1.61588e+00,-inf,1.49138e+01,5.19953e-07,5.19953e-07
1.59500e+00,9.61840e+01,9.57846e+01,5.96032e+01,9.61840e+01,9.57846e+01,5.96032e+01,3.12965e-03,9.61840e+01,9.57846e+01,5.96032e+01,3.12965e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.24413e+00,3.24413e+00,inf,1.62663e+00,1.62663e+00,-inf,1.49247e+01,5.03329e-07,5.03329e-07
1.60000e+00,9.59239e+01,9.60824e+01,5.95782e+01,9.59239e+01,9.60824e+01,5.95782e+01,3.28009e-03,9.59239e+01,9.60824e+01,5.95782e+01,3.28009e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.21867e+00,3.21867e+00,inf,1.63681e+00,1.63681e+00,-inf,1.49350e+01,4.86297e-07,4.86297e-07
1.60500e+00,9.56638e+01,9.63802e+01,5.95518e+01,9.56638e+01,9.63802e+01,5.95518e+01,3.43779e-03,9.56638e+01,9.63802e+01,5.95518e+01,3.43779e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.19472e+00,3.19472e+00,inf,1.64639e+00,1.64639e+00,-inf,1.49448e+01,4.68869e-07,4.68869e-07
1.61000e+00,9.54039e+01,9.66778e+01,5.95237e+01,9.54039e+01,9.66778e+01,5.95237e+01,3.60310e-03,9.54039e+01,9.66778e+01,5.95237e+01,3.60310e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.17241e+00,3.17241e+00,inf,1.65532e+00,1.65532e+00,-inf,1.49539e+01,4.51063e-07,4.51063e-07
1.61500e+00,9.51442e+01,9.69753e+01,5.94939e+01,9.51442e+01,9.69753e+01,5.94939e+01,3.77635e-03,9.51442e+01,9.69753e+01,5.94939e+01,3.77635e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.15185e+00,3.15185e+00,inf,1.66354e+00,1.66354e+00,-inf,1.49623e+01,4.32897e-07,4.32897e-07
1.62000e+00,9.48845e+01,9.72726e+01,5.94622e+01,9.48845e+01,9.72726e+01,5.94622e+01,3.95790e-03,9.48845e+01,9.72726e+01,5.94622e+01,3.95790e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.13320e+00,3.13320e+00,inf,1.67100e+00,1.67100e+00,-inf,1.49699e+01,4.14397e-07,4.14397e-07
1.62500e+00,9.46250e+01,9.75697e+01,5.94285e+01,9.46250e+01,9.75697e+01,5.94285e+01,4.14811e-03,9.46250e+01,9.75697e+01,5.94285e+01,4.14811e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.11659e+00,3.11659e+00,inf,1.67764e+00,1.67764e+00,-inf,1.49767e+01,3.95590e-07,3.95590e-07
1.63000e+00,9.43657e+01,9.78667e+01,5.93927e+01,9.43657e+01,9.78667e+01,5.93927e+01,4.34737e-03,9.43657e+01,9.78667e+01,5.93927e+01,4.34737e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.10221e+00,3.10221e+00,inf,1.68340e+00,1.68340e+00,-inf,1.49827e+01,3.76508e-07,3.76508e-07
1.63500e+00,9.41066e+01,9.81635e+01,5.93545e+01,9.41066e+01,9.81635e+01,5.93545e+01,4.55607e-03,9.41066e+01,9.81635e+01,5.93545e+01,4.55607e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.09023e+00,3.09023e+00,inf,1.68819e+00,1.68819e+00,-inf,1.49877e+01,3.57190e-07,3.57190e-07
1.64000e+00,9.38476e+01,9.84600e+01,5.93138e+01,9.38476e+01,9.84600e+01,5.93138e+01,4.77459e-03,9.38476e+01,9.84600e+01,5.93138e+01,4.77459e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.08087e+00,3.08087e+00,inf,1.69193e+00,1.69193e+00,-inf,1.49917e+01,3.37677e-07,3.37677e-07
1.64500e+00,9.35888e+01,9.87564e+01,5.92702e+01,9.35888e+01,9.87564e+01,5.92702e+01,5.00335e-03,9.35888e+01,9.87564e+01,5.92702e+01,5.00335e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.07434e+00,3.07434e+00,inf,1.69454e+00,1.69454e+00,-inf,1.49946e+01,3.18017e-07,3.18017e-07
1.65000e+00,9.33303e+01,9.90525e+01,5.92237e+01,9.33303e+01,9.90525e+01,5.92237e+01,5.24275e-03,9.33303e+01,9.90525e+01,5.92237e+01,5.24275e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.07092e+00,3.07092e+00,inf,1.69591e+00,1.69591e+00,-inf,1.49962e+01,2.98264e-07,2.98264e-07
1.65500e+00,9.30719e+01,9.93484e+01,5.91740e+01,9.30719e+01,9.93484e+01,5.91740e+01,5.49321e-03,9.30719e+01,9.93484e+01,5.91740e+01,5.49321e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.07087e+00,3.07087e+00,inf,1.69593e+00,1.69593e+00,-inf,1.49965e+01,2.78476e-07,2.78476e-07
1.66000e+00,9.28138e+01,9.96440e+01,5.91206e+01,9.28138e+01,9.96440e+01,5.91206e+01,5.75515e-03,9.28138e+01,9.96440e+01,5.91206e+01,5.75515e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.07453e+00,3.07453e+00,inf,1.69447e+00,1.69447e+00,-inf,1.49954e+01,2.58718e-07,2.58718e-07
1.66500e+00,9.25559e+01,9.99393e+01,5.90633e+01,9.25559e+01,9.99393e+01,5.90633e+01,6.02897e-03,9.25559e+01,9.99393e+01,5.90633e+01,6.02897e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.08225e+00,3.08225e+00,inf,1.69138e+00,1.69138e+00,-inf,1.49926e+01,2.39060e-07,2.39060e-07
1.67000e+00,0.00000e+00,0.00000e+00,0.00000e+00,nan,nan,nan,nan,9.22983e+01,1.00234e+02,5.90017e+01,6.31507e-03,7.00000e-03,7.00000e-03,0.00000e+00,3.09444e+00,3.09444e+00,inf,1.68650e+00,1.68650e+00,-inf,1.49881e+01,0.00000e+00,2.19581e-07
